uniqueid,dob,sex
10981,14feb1948,1
10982,12jan1938,2
10983,24nov1929,1
10984,09may1951,1
10985,06dec1913,1
10986,09aug1968,2
10987,08nov1916,2
10988,05jul1972,2
10989,25jul2001,2
10990,08feb2013,2
10991,20sep1977,1
10992,28jul1974,2
10993,25sep1931,1
10994,04dec1981,2
10995,03sep1929,2
10996,04nov1918,2
10997,06mar1950,2
10998,30nov2012,1
10999,03jun1936,2
11000,10jan1991,2
11001,18nov1993,1
11002,04jan1935,1
11003,13aug1943,1
11004,17jan1936,2
11005,24oct1987,1
11006,03may1941,1
11007,09jun1918,1
11008,27aug1994,1
11009,29aug1910,1
11010,27aug2006,2
11011,18feb1931,1
11012,25jan1968,1
11013,15may1930,2
11014,28feb1911,1
11015,09jul2009,1
11016,25mar1921,2
11017,05jul1986,2
11018,24dec1914,1
11019,29jan1982,1
11020,28apr1946,2
11021,06mar1988,1
11022,05jul1930,1
11023,09nov1926,1
11024,06dec2001,2
11025,25sep1985,1
11026,29oct1986,1
11027,19aug1969,1
11028,11dec1947,2
11029,12nov1981,1
11030,23mar1911,1
11031,12jun1977,2
11032,05jul1940,2
11033,24mar1986,1
11034,18sep1998,1
11035,25jan1969,2
11036,18feb2007,2
11037,18may1983,1
11038,25feb1930,1
11039,25feb1983,2
11040,27sep2003,2
11041,16aug1974,1
11042,31mar1967,1
11043,14jan1966,1
11044,24jan1995,2
11045,06feb1991,1
11046,07feb1955,1
11047,27jan1985,2
11048,24feb2003,2
11049,29sep1988,1
11050,15apr1927,2
11051,08may1960,2
11052,20jan1964,2
11053,13aug1922,1
11054,29jun1993,2
11055,01dec1990,2
11056,05feb1985,2
11057,01jan1947,1
11058,11apr1946,1
11059,31mar1929,2
11060,25mar1961,1
11061,05may2012,1
11062,28sep1968,2
11063,26oct1985,1
11064,23jun1934,1
11065,18may1977,1
11066,14jan2001,1
11067,13dec1981,1
11068,11aug1958,1
11069,06jul1937,1
11070,03sep1974,2
11071,21jul1991,1
11072,18jun1916,1
11073,25mar1939,1
11074,11jan1949,2
11075,21dec1981,1
11076,16mar1912,1
11077,19jun1914,2
11078,26nov2012,1
11079,24jul1953,1
11080,22jun1985,2
11081,09may2006,1
11082,04jan1983,1
11083,27may1925,1
11084,21apr1987,1
11085,03oct1989,1
11086,19jan1973,2
11087,12aug1943,1
11088,28oct1954,2
11089,09apr1946,2
11090,23feb1973,2
11091,10dec1930,1
11092,06jan1972,1
11093,11aug1981,1
11094,21jun1964,2
11095,29may1979,1
11096,27jun1942,1
11097,03mar1943,2
11098,02apr1990,1
11099,12jul1997,1
11100,03aug1926,2
11101,28aug1957,1
11102,10jan1911,2
11103,15jan1988,1
11104,22mar2003,1
11105,06jan1993,2
11106,26jan2010,1
11107,30may1945,2
11108,22jul1994,2
11109,10jun1943,1
11110,17aug2000,2
11111,01feb2008,1
11112,22aug1990,1
11113,26apr1984,2
11114,24jul1930,2
11115,01jul1933,1
11116,07mar1976,1
11117,17nov1919,2
11118,22dec1997,1
11119,26may2012,2
11120,09oct1941,2
11121,03jan1954,1
11122,27mar1986,2
11123,15mar1916,2
11124,20jun1928,1
11125,11jan1937,2
11126,28jun1929,2
11127,03feb1919,2
11128,13jan1961,2
11129,06nov1921,2
11130,24aug2012,1
11131,05nov1948,1
11132,17jan2009,2
11133,10aug1945,1
11134,07jul1995,1
11135,02may1922,2
11136,02nov1915,2
11137,28sep1917,1
11138,05feb1978,1
11139,17jul1926,2
11140,05jul1916,1
11141,25feb1962,2
11142,03may1953,1
11143,24nov1914,1
11144,02sep1918,1
11145,14feb1928,1
11146,18sep2011,1
11147,18jul1979,2
11148,09jan1987,2
11149,22jan1945,1
11150,27nov2003,1
11151,12nov1938,2
11152,11aug1936,1
11153,07may1989,1
11154,08dec1952,1
11155,13may1937,1
11156,15jun2002,1
11157,04feb1958,2
11158,27jan1954,1
11159,28nov1951,1
11160,22mar1994,1
11161,21nov1930,1
11162,08jul2003,2
11163,23sep1956,1
11164,30apr2006,1
11165,22apr1979,1
11166,25oct1985,1
11167,03aug1970,1
11168,30mar1961,1
11169,20sep1970,2
11170,24nov1915,2
11171,07jan1998,1
11172,11sep1937,1
11173,18nov1986,1
11174,17mar1935,2
11175,15jun1994,2
11176,11oct1936,1
11177,16sep1951,1
11178,28jul1976,1
11179,17oct2001,2
11180,08jun1980,1
11181,24may1953,1
11182,16jan1977,1
11183,02nov1923,1
11184,04jun2012,2
11185,19jun1978,2
11186,02jan2000,1
11187,20oct1979,2
11188,24jan1952,1
11189,15apr1983,1
11190,15nov2003,1
11191,04oct1963,1
11192,09oct1966,1
11193,20may1990,2
11194,03may1990,1
11195,13jan1990,2
11196,12mar1930,2
11197,01mar1945,1
11198,01mar1944,1
11199,04dec1927,2
11200,09may2003,2
11201,28apr1940,1
11202,13sep1982,1
11203,23jul1915,2
11204,21dec1931,2
11205,16jan1988,2
11206,25sep1968,1
11207,07may1919,1
11208,17apr1930,1
11209,16feb1998,1
11210,20jul2009,2
11211,26aug2006,1
11212,19dec2005,1
11213,05jul2005,1
11214,24may1936,1
11215,17oct1976,2
11216,18mar1972,2
11217,23feb1925,2
11218,11apr2009,1
11219,01nov1925,1
11220,01jan1994,2
11221,12aug1930,2
11222,05oct1920,1
11223,25jan1955,2
11224,11jul1918,2
11225,07dec1996,2
11226,30sep1996,1
11227,25sep1954,1
11228,04aug1955,1
11229,03aug2008,1
11230,11sep1961,1
11231,10apr1993,1
11232,22oct1929,2
11233,19nov1980,1
11234,03apr1973,1
11235,01aug1930,1
11236,16feb1941,1
11237,21may1948,2
11238,09sep1912,2
11239,21sep1992,2
11240,31aug1957,1
11241,26dec1980,2
11242,19feb1928,1
11243,02dec1980,1
11244,20mar1934,1
11245,03nov2011,1
11246,25dec1985,1
11247,07feb1915,1
11248,23jul1953,1
11249,27jul1925,1
11250,18dec2011,1
11251,29jan1938,1
11252,05nov1990,2
11253,05nov2008,1
11254,03mar1920,2
11255,21jan1980,2
11256,15jul1939,2
11257,28aug1995,2
11258,07feb1932,2
11259,28jul1940,1
11260,04nov1938,2
11261,29dec1964,2
11262,21feb1993,1
11263,08sep1921,1
11264,05oct1939,2
11265,12jul2006,1
11266,23sep1968,1
11267,07jul1969,1
11268,11mar1958,2
11269,12oct1978,2
11270,31aug1930,2
11271,14jul1931,2
11272,13nov1971,1
11273,12dec1919,1
11274,21dec1958,2
11275,24nov1968,1
11276,06jun1976,1
11277,10may1928,2
11278,08may1924,1
11279,07feb1940,2
11280,30dec1962,1
11281,22oct1971,1
11282,01dec1968,2
11283,02jan1982,2
11284,13mar1980,2
11285,18jul2002,2
11286,30apr1977,2
11287,25jan1918,1
11288,01jun1987,1
11289,14feb1980,1
11290,22feb1999,1
11291,29jul1979,1
11292,11mar1975,1
11293,16jun1914,2
11294,27oct2006,1
11295,13may1975,1
11296,28jun1931,1
11297,14sep1970,2
11298,01dec1988,1
11299,19nov1981,1
11300,19feb1956,1
11301,23may1985,1
11302,15jul1911,1
11303,25aug2012,1
11304,31jan2011,1
11305,17jan2013,1
11306,01sep1993,1
11307,27feb1986,1
11308,28jun1930,1
11309,18feb2004,2
11310,26sep1992,1
11311,10oct1975,2
11312,24sep1957,2
11313,30apr2003,1
11314,07sep1988,1
11315,14aug1988,1
11316,05oct2001,1
11317,25oct1948,2
11318,07apr1984,1
11319,16sep2001,1
11320,05mar1921,1
11321,25oct1972,2
11322,03aug1954,2
11323,07mar1990,1
11324,24aug2007,2
11325,21mar1995,1
11326,03apr1983,1
11327,12aug1945,1
11328,15sep1954,2
11329,30apr1956,1
11330,30sep1934,1
11331,29aug1954,2
11332,23may1960,1
11333,08sep1939,2
11334,10jul1998,1
11335,16jun1974,1
11336,30mar1996,1
11337,21jan2013,1
11338,10apr1979,1
11339,08feb1941,1
11340,10feb1954,1
11341,09nov1923,2
11342,14aug1937,1
11343,14mar1951,1
11344,26apr1964,2
11345,15jun1936,2
11346,17mar1973,1
11347,04sep1915,1
11348,26aug1998,2
11349,21jan1970,1
11350,08mar2011,1
11351,08mar2004,2
11352,10jun1949,1
11353,07apr1990,1
11354,01mar1945,2
11355,15mar1946,1
11356,23sep1942,1
11357,22oct1991,1
11358,24nov2006,1
11359,16feb1917,2
11360,13dec1979,1
11361,12dec1927,2
11362,19mar1981,1
11363,14oct1976,2
11364,18feb1962,1
11365,03apr1991,2
11366,18oct1941,1
11367,05nov2000,2
11368,21jun2008,2
11369,26nov1951,1
11370,21feb1942,2
11371,11jun1972,1
11372,10nov1910,2
11373,21sep1965,2
11374,27apr1914,2
11375,03sep1916,1
11376,16apr1989,1
11377,04sep2002,1
11378,12apr1979,1
11379,13jan1952,2
11380,30aug1995,1
11381,19aug1978,2
11382,18apr1933,1
11383,20jan1975,2
11384,01jul1921,2
11385,21nov2000,2
11386,23nov1992,1
11387,06may1910,1
11388,16aug1965,2
11389,21sep1997,1
11390,27nov1977,1
11391,15nov1947,1
11392,29apr1988,1
11393,15sep2000,1
11394,24jul2007,2
11395,27jul2005,2
11396,26jul1913,2
11397,09feb1973,1
11398,29aug1998,2
11399,10oct1935,2
11400,15apr1998,2
11401,06feb1960,1
11402,12jun1991,1
11403,29dec1917,1
11404,16mar1933,2
11405,05aug1963,1
11406,02aug1992,1
11407,02jul1960,1
11408,13apr1951,1
11409,26dec1976,1
11410,14jun1945,1
11411,01apr1957,1
11412,15dec1978,1
11413,24dec1999,2
11414,28aug1922,2
11415,27apr1992,2
11416,03apr1975,2
11417,27apr1949,1
11418,20oct1983,1
11419,20may1996,2
11420,03jun1918,2
11421,09oct1997,1
11422,08jul1972,2
11423,14apr2012,2
11424,04sep1924,1
11425,15feb1942,2
11426,13apr1952,2
11427,20feb1994,2
11428,01sep1981,1
11429,21may1926,2
11430,05jul1992,1
11431,29mar1952,1
11432,27mar1961,1
11433,17jan1944,1
11434,19may2011,1
11435,21nov1955,1
11436,29jul1977,2
11437,15feb1976,1
11438,30aug2005,1
11439,31jul1942,1
11440,19jun1912,1
11441,04mar1917,1
11442,19may2001,1
11443,26jun1986,2
11444,20sep1968,2
11445,24aug1946,2
11446,02jan1934,1
11447,17feb2012,1
11448,04sep1920,1
11449,16aug1992,1
11450,19aug1999,1
11451,18apr1915,2
11452,14dec2002,1
11453,15oct1977,1
11454,13jun2009,2
11455,17feb1985,2
11456,06mar2000,1
11457,27oct1937,2
11458,26jul1982,2
11459,20apr1973,1
11460,02may1962,2
11461,23nov1985,2
11462,08may1936,2
11463,30aug1946,2
11464,16aug1939,1
11465,29dec1923,2
11466,08jul1944,1
11467,06apr1936,2
11468,03apr1951,2
11469,10feb1911,1
11470,06oct1995,2
11471,17jan1930,2
11472,24feb1923,2
11473,21oct2002,1
11474,12jun1968,1
11475,24oct1999,1
11476,20aug1972,2
11477,04aug2012,1
11478,25dec1990,1
11479,21oct2007,1
11480,08sep1985,1
11481,18jun1972,1
11482,20mar1958,2
11483,24jan1949,1
11484,28jun1920,1
11485,17sep1990,1
11486,07apr1962,1
11487,31mar1937,1
11488,17may1924,1
11489,09jan1956,1
11490,11may1964,2
11491,28nov1967,1
11492,26dec1936,2
11493,20oct1953,1
11494,08jan1944,1
11495,22jul2007,1
11496,08apr1932,1
11497,08oct1946,2
11498,31mar1991,2
11499,19mar1926,2
11500,30jun1994,2
11501,30jun1911,2
11502,14apr1950,1
11503,16jul1978,1
11504,05mar1993,2
11505,21jul2012,1
11506,08jan1917,1
11507,17may1931,2
11508,05jan1937,2
11509,14jul1968,2
11510,02may1963,2
11511,07jun1939,2
11512,06feb2012,1
11513,06feb1984,1
11514,20jun1986,1
11515,25aug1954,2
11516,16dec1973,2
11517,14aug1966,1
11518,02feb1925,1
11519,24jul2011,1
11520,04may1996,1
11521,19jun1973,1
11522,08aug1949,2
11523,21sep1915,1
11524,05jul1933,1
11525,02dec1976,1
11526,30nov1962,2
11527,15sep1995,1
11528,09jul2001,2
11529,13mar1922,2
11530,16dec1944,2
11531,22oct1962,2
11532,10aug1977,2
11533,04apr1978,2
11534,02mar1922,2
11535,03jul1982,1
11536,02jul1915,1
11537,31aug1997,2
11538,23mar1931,1
11539,08aug1994,2
11540,23jun1928,1
11541,02dec1957,2
11542,09feb1933,1
11543,16may1929,2
11544,16feb1914,1
11545,06apr1995,2
11546,02jun1967,1
11547,08sep1983,1
11548,27aug1982,1
11549,12feb1943,2
11550,14may1958,2
11551,07sep1981,1
11552,29sep1986,2
11553,25oct1913,1
11554,05jan1986,2
11555,23jan1960,1
11556,20aug1955,1
11557,11feb1989,2
11558,28may1924,1
11559,10mar1959,2
11560,01jul1988,2
11561,21jun2006,2
11562,19jun2003,2
11563,01jun2010,2
11564,03apr1971,2
11565,18jul1957,1
11566,09nov1974,1
11567,15may1917,1
11568,07sep2004,2
11569,29jun1967,1
11570,05may1977,2
11571,23jun1984,1
11572,08dec1965,2
11573,06sep1980,2
11574,26apr2001,1
11575,15oct1975,1
11576,18jul1993,2
11577,07jul1944,1
11578,29may1967,1
11579,02apr1970,1
11580,27nov2009,1
11581,13sep1987,2
11582,16nov1916,1
11583,03mar1964,1
11584,15jun1999,1
11585,02jul1930,1
11586,29jul1990,1
11587,12sep2002,1
11588,08may1995,1
11589,05oct1970,1
11590,10apr1936,2
11591,19apr1949,1
11592,17nov1923,1
11593,11mar1913,1
11594,18oct1925,2
11595,12may1936,1
11596,15mar1993,1
11597,30jan1916,2
11598,02sep2009,1
11599,22jan1956,1
11600,01oct2006,2
11601,26jul2005,2
11602,11feb1983,1
11603,20nov1958,1
11604,02jan1924,2
11605,16mar1946,1
11606,21feb1945,2
11607,27mar2011,2
11608,16aug1933,1
11609,03may1943,1
11610,21sep1978,2
11611,02feb1992,2
11612,15mar1960,1
11613,18feb1949,1
11614,26nov1964,2
11615,30jul1947,1
11616,08aug2011,1
11617,12sep1941,1
11618,21jun1951,1
11619,25apr1937,1
11620,05mar1989,1
11621,11jun2008,2
11622,15nov1937,2
11623,12feb1944,2
11624,04oct1972,2
11625,10aug2009,1
11626,11sep1974,2
11627,20aug1928,2
11628,09jul1978,1
11629,05feb2008,1
11630,10jul2007,1
11631,04jun1962,2
11632,05aug1910,2
11633,26oct1910,1
11634,30mar1947,1
11635,12oct1941,2
11636,24aug1916,1
11637,01oct2008,2
11638,31aug1995,1
11639,15dec1977,1
11640,20may1984,2
11641,08oct1966,1
11642,24dec1924,2
11643,09jun1936,1
11644,01nov1981,1
11645,25apr1929,1
11646,13aug2004,2
11647,10mar1994,1
11648,01may1958,1
11649,11jun1933,2
11650,06jun1957,1
11651,04aug1913,2
11652,29apr1998,1
11653,15jan1911,1
11654,23mar1926,1
11655,13sep1926,1
11656,17nov1951,1
11657,04oct1919,2
11658,10jan1986,1
11659,06feb1930,1
11660,10dec1952,2
11661,14oct1915,1
11662,28jun2005,1
11663,17jun1928,1
11664,07jul1929,1
11665,11dec1964,1
11666,27jul1947,2
11667,08jan1940,1
11668,15jun1997,2
11669,21oct1932,1
11670,10oct1982,1
11671,25jul1922,2
11672,03may1915,1
11673,23aug1974,2
11674,10mar1974,1
11675,10dec2000,1
11676,24nov1998,2
11677,06jun1990,2
11678,11nov2011,2
11679,14dec1962,2
11680,21oct1961,1
11681,13may1971,2
11682,19mar1962,1
11683,08apr1947,1
11684,16jan1960,1
11685,10feb1959,2
11686,25feb1989,1
11687,11jul1934,1
11688,03feb1994,2
11689,27mar1916,1
11690,07apr1931,1
11691,07sep2009,2
11692,21sep1943,2
11693,24nov1980,2
11694,20jun1917,1
11695,19mar1971,2
11696,14aug1917,1
11697,13may1967,2
11698,02nov1988,2
11699,07nov1991,2
11700,30jun1995,1
11701,27oct2010,1
11702,24jun1991,2
11703,15dec1977,1
11704,19aug1963,1
11705,05feb1988,1
11706,30aug1945,1
11707,30mar1928,1
11708,30dec1977,1
11709,11oct2000,1
11710,15oct1980,1
11711,16jul1990,2
11712,25feb1994,1
11713,16sep1916,1
11714,30nov1955,1
11715,15sep1940,2
11716,05sep1995,1
11717,14mar1978,2
11718,05apr1996,1
11719,03jun1922,2
11720,26dec1996,1
11721,02oct1927,1
11722,04may1924,1
11723,27mar1965,2
11724,29oct1929,1
11725,12jan1910,1
11726,01feb1950,2
11727,23jan2013,1
11728,07sep1971,2
11729,06may1981,1
11730,12apr1953,1
11731,18aug1915,2
11732,13sep1983,1
11733,07apr1930,2
11734,11apr1939,2
11735,27jun1913,1
11736,21may1958,2
11737,21aug1964,2
11738,11sep1983,1
11739,04jul1963,2
11740,19may2005,1
11741,27oct1948,1
11742,09mar1945,1
11743,13aug1936,2
11744,24dec1975,2
11745,01oct2011,1
11746,11aug1971,1
11747,18sep1910,2
11748,02oct1950,1
11749,31mar1949,2
11750,16feb1981,1
11751,09jun1999,2
11752,16apr1945,2
11753,21feb1999,1
11754,13may1984,1
11755,08jul1996,1
11756,28feb1923,2
11757,20jan1999,2
11758,06jan1939,2
11759,16jan2002,2
11760,17aug1925,1
11761,25jan1940,2
11762,05nov1965,2
11763,24jul1958,1
11764,18oct1915,1
11765,26dec2002,1
11766,02oct1922,1
11767,15may1999,1
11768,14mar2007,1
11769,11feb1912,1
11770,30oct1978,2
11771,13feb1932,2
11772,31jul2010,2
11773,18mar1933,1
11774,23mar1951,2
11775,03mar1932,1
11776,18jul1997,1
11777,30dec1991,1
11778,11sep1968,1
11779,22jan1936,2
11780,05jan2005,2
11781,29jan1920,2
11782,13jul1990,2
11783,27jan1947,2
11784,17may2002,2
11785,22apr2002,1
11786,23nov1913,2
11787,20aug1977,1
11788,28jun1992,1
11789,13dec1960,2
11790,09jul1986,1
11791,30apr2010,2
11792,16nov1929,2
11793,19dec1963,1
11794,06nov1937,1
11795,17nov1990,2
11796,02jan1913,2
11797,25jun1931,2
11798,06nov1977,1
11799,20apr1973,2
11800,23feb1978,1
11801,16feb1995,1
11802,18mar2005,1
11803,26jan1939,1
11804,12jun1992,1
11805,24feb1982,1
11806,06may1971,1
11807,22dec1987,1
11808,15aug1968,2
11809,30jan1925,2
11810,16jul1985,1
11811,05apr1922,1
11812,26jan1955,1
11813,11jun2007,2
11814,19jun1969,1
11815,17mar1989,1
11816,08sep1972,1
11817,31jan1960,1
11818,21mar1996,1
11819,19jun1981,1
11820,24dec1990,1
11821,18jun1967,1
11822,16jan2001,1
11823,30jul1985,2
11824,25jun1980,2
11825,14oct1961,1
11826,17oct1961,1
11827,26mar1910,1
11828,01jan1918,1
11829,15dec1915,1
11830,12sep1950,2
11831,31aug1948,1
11832,06aug1972,1
11833,26may1948,1
11834,19oct1988,1
11835,03jun2011,2
11836,07mar1915,2
11837,02aug1966,2
11838,31aug1955,2
11839,13oct1949,1
11840,06jul1937,1
11841,31aug1951,2
11842,04apr1935,1
11843,17dec1913,1
11844,30apr1953,1
11845,16may1929,2
11846,18oct1945,2
11847,22apr1942,1
11848,08jun1985,1
11849,17sep1936,1
11850,25sep1984,1
11851,30jan1937,1
11852,02apr1943,1
11853,31jan1915,1
11854,10jun1969,1
11855,11dec1921,2
11856,04may1924,1
11857,02jan1953,1
11858,26aug1951,1
11859,26sep1979,1
11860,02dec1996,1
11861,01jan1942,1
11862,02oct1995,1
11863,08aug1957,1
11864,02jan1957,1
11865,24may1942,1
11866,29apr1956,2
11867,11oct1961,2
11868,08jan2009,1
11869,26mar2001,2
11870,27may1944,2
11871,07jul2010,2
11872,30apr1996,1
11873,14sep1932,1
11874,14apr1943,2
11875,19oct2009,2
11876,19dec1982,2
11877,22dec1919,2
11878,14dec1920,2
11879,24may1982,1
11880,29may1911,2
11881,21oct1989,1
11882,31dec1912,1
11883,05jun1967,1
11884,01sep1952,1
11885,04sep1981,1
11886,29jul2009,2
11887,23aug1946,1
11888,23sep1914,1
11889,13jan1934,1
11890,09oct1945,1
11891,21nov1997,1
11892,15oct1940,1
11893,14apr1943,1
11894,08apr2004,2
11895,16aug1992,1
11896,25dec1933,1
11897,28dec1974,1
11898,16jan1991,1
11899,25nov1940,2
11900,01feb1969,2
11901,16apr1990,1
11902,24may1968,2
11903,29dec1940,1
11904,31jul1944,2
11905,17nov1910,2
11906,20apr1920,1
11907,29apr1969,2
11908,16apr1996,2
11909,27oct1987,1
11910,22sep1913,2
11911,29oct1976,1
11912,11apr1941,1
11913,02oct1934,2
11914,04apr1970,1
11915,04sep1948,1
11916,17apr1927,1
11917,21jan1939,1
11918,17apr1923,2
11919,19mar1986,1
11920,02oct1925,2
11921,27jan2004,2
11922,12sep1936,1
11923,01jul1958,2
11924,25apr1990,1
11925,03dec1965,2
11926,23apr1950,1
11927,15jan1957,2
11928,01sep1998,1
11929,07feb1960,1
11930,23jul2000,1
11931,13jul1939,1
11932,09dec1918,1
11933,31jan1956,1
11934,22oct1967,2
11935,16jul1953,1
11936,26mar1955,1
11937,17sep1931,2
11938,09jun1933,1
11939,18jul2009,2
11940,28sep1924,2
11941,02jul1989,1
11942,07may1947,2
11943,16apr1946,2
11944,16feb1940,1
11945,17jan1963,1
11946,21oct1998,1
11947,09sep1916,1
11948,15feb1922,2
11949,19aug1979,1
11950,27sep1989,1
11951,02jul2009,2
11952,27jun1999,1
11953,23oct1921,2
11954,12jan1929,2
11955,04apr1940,1
11956,05nov1946,2
11957,07dec1938,2
11958,17apr1910,1
11959,18jul1979,2
11960,20dec2002,2
11961,05oct1979,2
11962,27feb1919,2
11963,31dec1911,1
11964,25jun1986,2
11965,11may1976,1
11966,27oct1939,2
11967,14sep1977,1
11968,26nov1983,1
11969,14apr1941,2
11970,12may1931,1
11971,11sep1950,1
11972,19jan1992,1
11973,16aug1978,2
11974,25may1968,1
11975,09sep1954,1
11976,05jul2009,1
11977,16jun1961,1
11978,03dec2012,1
11979,16jan2009,1
11980,19apr1915,1
11981,03feb2000,2
11982,28aug1990,2
11983,11apr1999,2
11984,25dec1953,1
11985,03jan1924,2
11986,05jan1910,2
11987,09jun2001,1
11988,09jan1961,2
11989,22sep1966,1
11990,16dec1951,1
11991,09nov1995,2
11992,30jun1948,1
11993,18feb1955,2
11994,19jun1947,1
11995,27jun1998,2
11996,06may1985,2
11997,15nov1965,1
11998,11may1966,1
11999,23jul1980,1
12000,29may1970,1
12001,29nov1932,1
12002,04oct1998,2
12003,10jul1961,1
12004,12sep1928,1
12005,23oct1935,1
12006,28jun2002,2
12007,20oct1951,1
12008,17jan1979,1
12009,18nov1958,2
12010,01jun1983,2
12011,27nov1976,1
12012,02jun1963,1
12013,12mar1922,1
12014,17oct1949,2
12015,18jul1964,1
12016,02nov1942,1
12017,25nov1961,2
12018,05oct1914,2
12019,09oct1931,2
12020,09feb1912,2
12021,27sep1983,2
12022,13feb1988,2
12023,19nov1925,1
12024,24may1969,1
12025,24jun1944,2
12026,14feb1969,2
12027,02nov1938,2
12028,10sep1932,1
12029,20jul1974,1
12030,11may2008,1
12031,21dec1919,2
12032,20oct1915,1
12033,12feb1951,1
12034,22jul1989,1
12035,05aug1932,1
12036,22apr1929,2
12037,30jan1950,1
12038,19dec1991,2
12039,02nov1937,1
12040,29may1928,2
12041,10jun1946,2
12042,29jul1919,2
12043,03nov1921,2
12044,27oct1977,1
12045,04jan1985,1
12046,03sep2003,1
12047,20sep1955,2
12048,17apr1951,1
12049,14may1995,1
12050,15oct1926,2
12051,23may2012,1
12052,25nov1947,1
12053,18nov1910,2
12054,08feb1955,1
12055,30jul1954,2
12056,06jan1974,2
12057,05jan1914,2
12058,27jan1957,1
12059,04jul1936,1
12060,12jan1975,2
12061,03dec2012,2
12062,15jan1912,1
12063,08jun1957,1
12064,09nov1957,1
12065,26feb1988,2
12066,26aug1991,1
12067,27mar1974,1
12068,05apr1953,2
12069,19nov1918,2
12070,09apr1946,1
12071,08aug1981,1
12072,25jul1963,1
12073,22mar1979,1
12074,14jul1930,1
12075,23aug1978,1
12076,08jul1917,2
12077,28apr1965,1
12078,15jul1941,2
12079,01nov1946,1
12080,15nov1922,1
12081,31jul1940,2
12082,08jan1958,2
12083,27feb1940,1
12084,16sep2002,2
12085,29mar1925,1
12086,08nov1963,1
12087,29sep1989,1
12088,06apr1939,1
12089,23sep1946,2
12090,11feb1934,2
12091,11dec2005,2
12092,27sep1972,2
12093,08oct1973,2
12094,25nov1991,1
12095,01jul1970,1
12096,17feb1991,1
12097,26oct1910,2
12098,25sep1968,2
12099,12sep1991,1
12100,25apr1996,2
12101,04apr1921,1
12102,12may1969,1
12103,19feb1941,2
12104,06aug2000,2
12105,16feb1930,1
12106,19dec1978,1
12107,21jun1984,1
12108,17jan1911,1
12109,28mar1939,1
12110,04may1987,1
12111,16oct1933,2
12112,15jan1960,2
12113,18may1928,1
12114,02apr1919,1
12115,19dec1931,1
12116,29jul2009,2
12117,05feb1936,1
12118,25mar1989,1
12119,14sep1950,2
12120,11mar1963,1
12121,08jan1995,1
12122,18oct1911,1
12123,10oct1978,1
12124,27feb1937,2
12125,26jan1956,1
12126,31jul1929,1
12127,20apr1922,2
12128,22oct2007,2
12129,26jan1923,1
12130,31dec1947,1
12131,22dec1938,2
12132,13mar1978,2
12133,26jan1931,1
12134,19may1995,2
12135,14nov1938,2
12136,05jun1964,2
12137,13oct2005,2
12138,14apr1962,1
12139,18jun1999,2
12140,03apr1938,2
12141,27aug1918,1
12142,29nov1950,2
12143,27dec1936,2
12144,31aug2004,1
12145,03mar1979,1
12146,20mar1964,1
12147,28jan1927,2
12148,11nov1990,2
12149,03jan1947,1
12150,10mar1940,2
12151,25aug2010,1
12152,29jul1941,1
12153,06apr1942,1
12154,18sep2004,2
12155,07dec1997,1
12156,21nov1979,1
12157,19jul1978,2
12158,20jul1948,1
12159,24apr1954,1
12160,21apr2000,2
12161,27nov1979,1
12162,01jul1995,2
12163,20jan1967,1
12164,08oct1931,1
12165,03feb1954,1
12166,22jun1971,1
12167,29aug2007,2
12168,30dec1932,1
12169,20sep1946,2
12170,17jul1985,1
12171,23jan1946,1
12172,02mar1930,2
12173,26apr1915,2
12174,27jan2000,1
12175,15sep2009,2
12176,31jul1985,1
12177,21sep1939,1
12178,25jun1921,1
12179,26aug1983,2
12180,12may1930,2
12181,21oct1977,2
12182,15dec2000,1
12183,06apr1980,1
12184,30nov1941,1
12185,21jun1940,2
12186,15jan2005,2
12187,24mar1965,2
12188,06jul2000,1
12189,07jan1967,1
12190,15jun1972,2
12191,10nov1958,1
12192,27aug1916,1
12193,30apr1942,1
12194,15jun1926,1
12195,23oct1922,2
12196,27mar1941,1
12197,27may1928,1
12198,31aug1998,1
12199,08apr1948,1
12200,23jul1985,2
12201,05jun1916,1
12202,12mar1988,1
12203,18may1953,1
12204,15oct1966,1
12205,28aug1924,2
12206,30jun1925,1
12207,07jul1986,1
12208,31jul1946,1
12209,10nov1928,2
12210,30jul1922,1
12211,23dec1926,1
12212,25jun1918,1
12213,24jul1973,1
12214,15nov1917,1
12215,03nov1989,2
12216,16sep1933,1
12217,21apr1939,1
12218,05nov1920,1
12219,07nov1919,2
12220,01jan1990,1
12221,18dec1964,2
12222,15sep1926,2
12223,08feb1984,1
12224,10mar1982,1
12225,03jan1955,1
12226,03jan1997,2
12227,22sep1936,2
12228,19dec1974,2
12229,08oct1943,2
12230,01feb1969,2
12231,17jul1919,1
12232,29apr1931,2
12233,28mar1983,1
12234,30jul1918,2
12235,27oct1991,2
12236,10aug1924,2
12237,01mar1945,1
12238,20jan1953,1
12239,07oct1911,1
12240,17dec1951,1
12241,16dec1966,2
12242,08may1957,2
12243,18jan1920,2
12244,27feb1993,2
12245,21apr2011,2
12246,31mar1912,1
12247,26jun1911,2
12248,21jul1966,2
12249,28oct1965,2
12250,09oct1938,1
12251,10nov1981,2
12252,24oct1977,1
12253,20dec1968,1
12254,12jan1992,2
12255,12mar1972,1
12256,01jan1990,2
12257,07jan1975,1
12258,05mar1945,1
12259,01jun1916,1
